time,open,high,low,close,VWAP
1727753700,6218.75,6219.25,6218,6218.5,6216.079508974681
1727754000,6218.25,6219.75,6217.75,6219.25,6216.113470042566
1727754300,6219.5,6220.5,6219,6219.25,6216.173934056008
1727754600,6219.25,6219.75,6218,6219,6216.218033668418
1727754900,6219.25,6219.25,6218.5,6219,6216.231636731843
1727755200,6218.75,6219,6217.5,6218,6216.252558719329
1727755500,6218.25,6219,6218,6218.25,6216.265823335072
1727755800,6218.25,6218.25,6216.25,6216.75,6216.276492822269
1727756100,6216.75,6217,6215.75,6217,6216.282357842642
1727756400,6217,6217.5,6216.5,6216.75,6216.286210242768
1727756700,6217,6218.25,6217,6218,6216.2972572998915
1727757000,6217.75,6217.75,6214.75,6215.75,6216.294423417224
1727757300,6216,6216.5,6214.75,6216.25,6216.290970443551
1727757600,6216,6216.5,6215.25,6215.5,6216.288566305633
1727757900,6215.5,6216,6215.25,6215.5,6216.286363893126
1727758200,6215.75,6215.75,6215,6215.25,6216.282755321886
1727758500,6215.5,6215.75,6215.25,6215.25,6216.279716414324
1727758800,6215.25,6215.25,6214.5,6215,6216.268733511332
1727759100,6215,6215,6213.25,6215,6216.248082710608
1727759400,6215,6215.75,6214.75,6215.75,6216.241298417895
1727759700,6215.5,6215.5,6213.75,6213.75,6216.222263373535
1727760000,6214,6215.5,6213.5,6215.5,6216.212145931953
1727760300,6215.5,6216,6215,6215.75,6216.209097492189
1727760600,6216,6216.75,6215.5,6216.5,6216.209432386052
1727760900,6216.5,6216.5,6212.5,6213.5,6216.18182682627
1727761200,6213.25,6213.75,6211,6213.5,6216.121406277478
1727761500,6213.75,6215.5,6212.75,6215.5,6216.108998677309
1727761800,6215.5,6217.5,6215.25,6216.5,6216.1120010938885
