price,formation_time,breakout_time,retest_time,type,status,m5_retest_time,m5_open,m5_high,m5_low,m5_close
6188.75,2025-02-13 23:00:00,2025-02-14 01:00:00,2025-02-14 08:00:00,LHPB,retested,2025-02-14 08:35:00,6190.5,6190.5,6186.0,6186.25
6188.5,2025-02-14 00:00:00,2025-02-14 01:00:00,2025-02-14 08:00:00,LHPB,retested,2025-02-14 08:35:00,6190.5,6190.5,6186.0,6186.25
6192.25,2025-02-14 07:00:00,2025-02-14 08:00:00,2025-02-14 14:00:00,LLPB,retested,2025-02-14 14:50:00,6190.75,6193.25,6189.75,6191.0
6180.0,2025-02-14 12:00:00,2025-02-14 13:00:00,2025-02-14 17:00:00,LHPB,retested,2025-02-14 17:10:00,6183.0,6183.25,6179.75,6182.75
6188.75,2025-02-17 00:00:00,2025-02-17 01:00:00,2025-02-17 14:00:00,LHPB,retested,2025-02-17 14:35:00,6191.5,6191.75,6187.75,6188.75
6193.25,2025-02-17 15:00:00,2025-02-17 16:00:00,2025-02-17 23:00:00,LHPB,retested,2025-02-17 23:00:00,6196.75,6197.5,6193.25,6194.25
6197.5,2025-02-18 04:00:00,2025-02-18 06:00:00,2025-02-18 10:00:00,LHPB,retested,2025-02-18 10:00:00,6199.0,6199.0,6196.25,6197.0
6197.25,2025-02-18 05:00:00,2025-02-18 06:00:00,2025-02-18 10:00:00,LHPB,retested,2025-02-18 10:00:00,6199.0,6199.0,6196.25,6197.0
6196.25,2025-02-18 10:00:00,2025-02-18 14:00:00,2025-02-18 20:00:00,LLPB,retested,2025-02-18 20:55:00,6187.5,6200.0,6187.0,6199.5
6202.0,2025-02-18 11:00:00,2025-02-18 14:00:00,2025-02-18 23:00:00,LLPB,retested,2025-02-18 23:00:00,6195.25,6204.25,6195.25,6200.25
6202.25,2025-02-18 13:00:00,2025-02-18 14:00:00,2025-02-18 23:00:00,LLPB,retested,2025-02-18 23:00:00,6195.25,6204.25,6195.25,6200.25
6192.75,2025-02-18 18:00:00,2025-02-18 20:00:00,2025-02-19 10:00:00,LHPB,retested,2025-02-19 10:30:00,6194.0,6194.75,6192.0,6192.5
6186.5,2025-02-18 19:00:00,2025-02-18 20:00:00,2025-02-19 11:00:00,LHPB,retested,2025-02-19 11:45:00,6188.25,6188.25,6186.5,6187.25
6207.0,2025-02-19 03:00:00,2025-02-19 04:00:00,2025-02-19 19:00:00,LLPB,retested,2025-02-19 19:10:00,6202.75,6211.5,6202.5,6211.25
6200.0,2025-02-19 09:00:00,2025-02-19 10:00:00,2025-02-19 16:00:00,LLPB,retested,2025-02-19 16:40:00,6197.0,6202.25,6196.75,6202.25
6203.0,2025-02-20 00:00:00,2025-02-20 01:00:00,2025-02-20 09:00:00,LLPB,retested,2025-02-20 09:55:00,6202.25,6204.5,6201.75,6203.75
6180.75,2025-02-19 15:00:00,2025-02-20 14:00:00,2025-02-20 19:00:00,LLPB,retested,2025-02-20 19:45:00,6175.75,6182.75,6175.0,6182.25
6186.25,2025-02-19 16:00:00,2025-02-20 14:00:00,2025-02-20 20:00:00,LLPB,retested,2025-02-20 20:45:00,6183.5,6188.25,6181.75,6187.5
6191.75,2025-02-19 18:00:00,2025-02-20 14:00:00,2025-02-21 12:00:00,LLPB,retested,2025-02-21 12:20:00,6189.5,6193.0,6189.5,6192.0
6192.5,2025-02-20 12:00:00,2025-02-20 14:00:00,2025-02-21 12:00:00,LLPB,retested,2025-02-21 12:20:00,6189.5,6193.0,6189.5,6192.0
6175.25,2025-02-20 17:00:00,2025-02-20 19:00:00,2025-02-21 14:00:00,LHPB,retested,2025-02-21 14:35:00,6178.75,6181.25,6170.75,6173.5
6171.75,2025-02-20 18:00:00,2025-02-20 19:00:00,2025-02-21 14:00:00,LHPB,retested,2025-02-21 14:35:00,6178.75,6181.25,6170.75,6173.5
6114.5,2025-02-13 13:00:00,2025-02-21 18:00:00,2025-02-24 06:00:00,LLPB,retested,2025-02-24 06:20:00,6114.0,6114.75,6113.75,6114.25
6117.75,2025-02-21 17:00:00,2025-02-21 18:00:00,2025-02-24 09:00:00,LLPB,retested,2025-02-24 09:05:00,6115.75,6118.25,6113.75,6116.5
